Points_m_XYZ:0,Points_m_XYZ:1,Points_m_XYZ:2,intensity,laser_id,azimuth,distance_m,adjustedtime,timestamp
1.10218513,4.46374464,1.231978655,5,7,1387,4.76,874504755,874504755
0.952408671,3.874594212,0.023189535,2,8,1381,3.99,874504758,874504758
1.515229702,4.385622025,0,7,9,1906,4.64,874504761,874504761
1.717821002,3.788672924,-0.02547718,2,10,2439,4.16,874504764,874504764
2.078722954,3.660701513,-0.047693785,11,11,2959,4.21,874504767,874504767
0.949020088,3.811979771,0.114325799,2,12,1398,3.93,874504770,874504770
1.482475758,4.247540474,0.103278637,3,13,1924,4.5,874504773,874504773
1.704120278,3.739350557,0.073013209,2,14,2450,4.11,874504776,874504776
2.477125406,4.342863083,0.058205415,5,15,2970,5,874504779,874504779
0.927449107,3.790171623,-0.250073969,3,20,1375,3.91,874504746,874504746
0.98955977,2.877152443,-0.212757245,3,21,1898,3.05,874504749,874504749
1.043845534,2.307564974,-0.192691579,2,22,2434,2.54,874504752,874504752
0.942158341,3.853196144,-0.161607906,3,24,1374,3.97,874504758,874504758
1.405920506,4.069241524,-0.201894179,12,25,1906,4.31,874504761,874504761
1.724544048,3.812343121,-0.219287664,2,26,2434,4.19,874504764,874504764
2.110578537,3.738042355,-0.24999778,9,27,2945,4.3,874504767,874504767
0.969849825,3.8697083,-0.069635101,1,28,1407,3.99,874504770,874504770
1.422243476,4.056749821,-0.100031495,2,29,1932,4.3,874504773,874504773
1.735156298,3.78990984,-0.12130753,2,30,2460,4.17,874504776,874504776
2.081709146,3.633398533,-0.144920662,11,31,2981,4.19,874504779,874504779
2.057606459,3.573955774,-0.464323521,2,1,2993,4.15,874504787,874504787
2.384786844,4.298729897,0.200279817,7,2,2902,4.92,874504790,874504790
0.972381473,3.800943136,0.228486344,2,3,1435,3.93,874504793,874504793
3.302170515,5.838944435,0.54341507,14,4,2949,6.73,874504796,874504796
1.177893877,4.54475975,0.574999869,16,5,1453,4.73,874504799,874504799
3.266116381,5.758761883,1.209151506,14,6,2956,6.73,874504802,874504802
1.115424395,4.460454941,1.231978655,9,7,1404,4.76,874504805,874504805
0.961484849,3.862047672,0.023131417,2,8,1398,3.98,874504808,874504808
1.468950391,4.211150169,0,7,9,1923,4.46,874504811,874504811
1.72905457,3.783559322,-0.02547718,2,10,2456,4.16,874504814,874504814
2.144172192,3.750004053,-0.04893994,12,11,2976,4.32,874504817,874504817
0.972544193,3.857609749,0.115780331,2,12,1415,3.98,874504820,874504820
1.495072007,4.243123055,0.103278637,3,13,1941,4.5,874504823,874504823
1.711034417,3.72519207,0.072835565,2,14,2467,4.1,874504826,874504826
2.494980097,4.344165325,0.058321826,7,15,2987,5.01,874504829,874504829
0.938690662,3.787403107,-0.250073969,3,20,1392,3.91,874504796,874504796
1.004636884,2.893050909,-0.214152381,3,21,1915,3.07,874504799,874504799
1.050687671,2.304457664,-0.192691579,2,22,2451,2.54,874504802,874504802
2.050501585,3.603675365,-0.338476181,2,23,2964,4.16,874504805,874504805
0.953586876,3.850383759,-0.161607906,2,24,1391,3.97,874504808,874504808
1.414697886,4.05562067,-0.201425746,12,25,1923,4.3,874504811,874504811
1.73584795,3.807209492,-0.219287664,3,26,2451,4.19,874504814,874504814
2.101923704,3.697049618,-0.24767223,9,27,2962,4.26,874504817,874504817
0.981327176,3.86681366,-0.069635101,1,28,1424,3.99,874504820,874504820
1.437609315,4.061936378,-0.100264132,2,29,1949,4.31,874504823,874504823
1.742205501,3.775668859,-0.121016629,2,30,2477,4.16,874504826,874504826
2.137426376,3.705117226,-0.14803353,11,31,2998,4.28,874504829,874504829
2.063839197,3.558877468,-0.463204682,2,1,3011,4.14,874504837,874504837
2.403154612,4.299938679,0.200686887,9,2,2920,4.93,874504840,874504840
0.98431766,3.797869444,0.228486344,2,3,1453,3.93,874504843,874504843
3.320497751,5.828541279,0.54341507,14,4,2967,6.73,874504846,874504846
1.194686294,4.550637245,0.576215506,8,5,1471,4.74,874504849,874504849
3.29395175,5.765555859,1.212744832,12,6,2974,6.75,874504852,874504852
1.131804585,4.466291904,1.234566808,9,7,1422,4.77,874504855,874504855
0.973613024,3.859008074,0.023131417,2,8,1416,3.98,874504858,874504858
1.745117426,3.787190676,-0.025538422,2,10,2474,4.17,874504864,874504864
2.205848694,3.829898596,-0.050072808,11,11,2994,4.42,874504867,874504867
0.98218435,3.84485054,0.115489423,2,12,1433,3.97,874504870,874504870
1.551970601,4.36084795,0.106262244,5,13,1959,4.63,874504873,874504873
1.722728968,3.719798326,0.072835565,2,14,2485,4.1,874504876,874504876
0.948153317,3.77475667,-0.249434412,3,20,1410,3.9,874504846,874504846
1.010418773,2.880467176,-0.213454813,3,21,1933,3.06,874504849,874504849
1.045426965,2.273966551,-0.190415695,2,22,2469,2.51,874504852,874504852
0.968110919,3.857060194,-0.162014976,2,24,1409,3.98,874504858,874504858
1.424112439,4.041734695,-0.200957313,11,25,1941,4.29,874504861,874504861
1.751971364,3.810810804,-0.219811022,3,26,2469,4.2,874504864,874504864
2.10360527,3.673101902,-0.246509448,9,27,2980,4.24,874504867,874504867
0.993470252,3.863711596,-0.069635101,1,28,1442,3.99,874504870,874504870
1.453728199,4.066813946,-0.100496762,2,29,1967,4.32,874504873,874504873
1.758274913,3.779239893,-0.12130753,2,30,2495,4.17,874504876,874504876
2.229394436,3.83664155,-0.153567493,14,31,3016,4.44,874504879,874504879
3.213090658,5.699991226,-1.186864972,1,0,2941,6.65,874504884,874504884
2.075009346,3.55237627,-0.463204682,2,1,3029,4.14,874504887,874504887
2.421553135,4.301074505,0.201093957,10,2,2938,4.94,874504890,874504890
1.001314163,3.814070225,0.229649127,2,3,1471,3.95,874504893,874504893
3.343753338,5.82672596,0.544222534,16,4,2985,6.74,874504896,874504896
1.211527228,4.556454182,0.577431142,8,5,1489,4.75,874504899,874504899
3.331675291,5.789283752,1.219931483,12,6,2992,6.79,874504902,874504902
1.145830274,4.462714195,1.234566808,10,7,1440,4.77,874504905,874504905
0.990685105,3.875306845,0.023247655,2,8,1434,4,874504908,874504908
1.525556564,4.286627769,0,3,9,1959,4.55,874504911,874504911
1.757006526,3.781689644,-0.025538422,2,10,2492,4.17,874504914,874504914
2.217869759,3.822949886,-0.050072808,4,11,3012,4.42,874504917,874504917
0.991754055,3.832069159,0.115198515,2,12,1451,3.96,874504920,874504920
1.575807571,4.384175301,0.106950767,10,13,1977,4.66,874504923,874504923
1.742866993,3.732486725,0.07319086,2,14,2503,4.12,874504926,874504926
3.544205666,6.08222723,0.081953228,15,15,3023,7.04,874504929,874504929
0.957545817,3.76208806,-0.248794839,3,20,1428,3.89,874504896,874504896
1.012799859,2.858472824,-0.212059677,3,21,1951,3.04,874504899,874504899
1.060952663,2.288764,-0.191932961,2,22,2487,2.53,874504902,874504902
0.982686281,3.863682985,-0.162422046,2,24,1427,3.99,874504908,874504908
1.420056939,3.990186691,-0.198615164,4,25,1959,4.24,874504911,874504911
1.759734869,3.796227932,-0.219287664,3,26,2487,4.19,874504914,874504914
2.12012291,3.675122499,-0.247090831,9,27,2998,4.25,874504917,874504917
1.01316452,3.88959837,-0.070158675,1,28,1460,4.02,874504920,874504920
1.473286629,4.08103323,-0.100962028,2,29,1985,4.34,874504923,874504923
1.765894175,3.764647722,-0.121016629,2,30,2513,4.16,874504926,874504926
2.226291656,3.803742886,-0.152529866,8,31,3034,4.41,874504929,874504929
2.086159229,3.545840025,-0.463204682,2,1,3047,4.14,874504937,874504937
2.449841261,4.319519043,0.202315181,15,2,2956,4.97,874504940,874504940
1.010726094,3.801257849,0.229067743,2,3,1489,3.94,874504943,874504943
3.367030144,5.824821949,0.545029998,16,4,3003,6.75,874504946,874504946
1.225835681,4.552625656,0.577431142,9,5,1507,4.75,874504949,874504949
3.354779959,5.787299156,1.221728086,14,6,3010,6.8,874504952,874504952
1.159844637,4.459092617,1.234566808,10,7,1458,4.77,874504955,874504955
1.000347614,3.862494946,0.023189535,2,8,1452,3.99,874504958,874504958
1.566075444,4.357098579,0,6,9,1977,4.63,874504961,874504961
1.773120284,3.785206556,-0.025599666,2,10,2510,4.18,874504964,874504964
2.128969908,3.643295527,-0.047807071,4,11,3030,4.22,874504967,874504967
1.011392355,3.857941628,0.116071232,2,12,1469,3.99,874504970,874504970
1.5929842,4.388600349,0.107180275,3,13,1995,4.67,874504973,874504973
1.754584312,3.726993084,0.07319086,2,14,2521,4.12,874504976,874504976
0.971851945,3.76872468,-0.249434412,3,20,1446,3.9,874504946,874504946
1.025136113,2.864669323,-0.212757245,3,21,1969,3.05,874504949,874504949
2.189594746,3.76512289,-0.355562747,2,23,3018,4.37,874504955,874504955
0.994819522,3.860576868,-0.162422046,2,24,1445,3.99,874504958,874504958
1.432585478,3.985705853,-0.198615164,4,25,1977,4.24,874504961,874504961
1.775880694,3.799727678,-0.219811022,3,26,2505,4.2,874504964,874504964
2.121626854,3.651180506,-0.245928049,9,27,3016,4.23,874504967,874504967
1.027929664,3.896063805,-0.070333198,2,28,1478,4.03,874504970,874504970
1.486100316,4.076384544,-0.100962028,2,29,2003,4.34,874504973,874504973
1.79053247,3.786190271,-0.121889345,2,30,2531,4.19,874504976,874504976
2.092838764,3.5303545,-0.462085813,2,1,3066,4.13,874504987,874504987
2.469109774,4.320046425,0.202722251,8,2,2975,4.98,874504990,874504990
1.028520465,3.817163706,0.230230525,1,3,1508,3.96,874504993,874504993
3.396361113,5.830850124,0.546644866,16,4,3022,6.77,874504996,874504996
1.240926027,4.548535347,0.577431142,8,5,1526,4.75,874504999,874504999
3.383876324,5.793131351,1.225321412,16,6,3029,6.82,874505002,874505002
1.177087665,4.464561939,1.23715508,10,7,1477,4.78,874505005,874505005
1.020768285,3.888172626,0.023363894,2,8,1471,4.02,874505008,874505008
1.573688149,4.333082676,0,4,9,1996,4.61,874505011,874505011
1.789934754,3.788347244,-0.02566091,3,10,2529,4.19,874505014,874505014
2.135966301,3.627598763,-0.047693785,11,11,3049,4.21,874505017,874505017
1.024180174,3.854566336,0.116071232,2,12,1488,3.99,874505020,874505020
1.531799197,4.176800251,0.102131099,10,13,2014,4.45,874505023,874505023
1.766933918,3.721153975,0.07319086,2,14,2540,4.12,874505026,874505026
2.1480093,3.632085323,0.04912537,9,15,3060,4.22,874505029,874505029
0.981820226,3.755826235,-0.248794839,3,20,1465,3.89,874504996,874504996
1.024453282,2.833110571,-0.210664555,3,21,1988,3.02,874504999,874504999
1.007616162,3.857256651,-0.162422046,2,24,1464,3.99,874505008,874505008
1.452614427,3.999711275,-0.199552029,5,25,1996,4.26,874505011,874505011
1.784213066,3.784785032,-0.219287664,3,26,2524,4.19,874505014,874505014
2.133722782,3.644124985,-0.245928049,9,27,3035,4.23,874505017,874505017
1.043426633,3.902292967,-0.07050772,1,28,1497,4.04,874505020,874505020
1.499609947,4.071434021,-0.100962028,2,29,2022,4.34,874505023,874505023
1.790168166,3.753165722,-0.121016629,2,30,2550,4.16,874505026,874505026
2.143627167,3.608844757,-0.145266548,19,31,3071,4.2,874505029,874505029
2.103919506,3.523762226,-0.462085813,2,1,3084,4.13,874505037,874505037
2.492640018,4.329586506,0.203536391,9,2,2993,5,874505040,874505040
1.037879825,3.804282665,0.229649127,2,3,1526,3.95,874505043,874505043
3.419706345,5.828748226,0.547452331,16,4,3040,6.78,874505046,874505046
1.26049459,4.56374979,0.579862416,3,5,1544,4.77,874505049,874505049
3.402059317,5.782471657,1.225321412,16,6,3047,6.82,874505052,874505052
1.193599463,4.470174313,1.239743233,10,7,1495,4.79,874505055,874505055
1.027839184,3.865618467,0.023247655,2,8,1489,4,874505058,874505058
2.147352219,3.62087059,-0.047693785,11,11,3067,4.21,874505067,874505067
1.044076204,3.88028717,0.116943948,2,12,1506,4.02,874505070,874505070
1.541441679,4.162592411,0.101901591,6,13,2032,4.44,874505073,874505073
1.769981384,3.697547913,0.072835565,2,14,2558,4.1,874505076,874505076
2.138940811,3.590955973,0.048659727,5,15,3078,4.18,874505079,874505079
0.993614614,3.752723217,-0.248794839,3,20,1483,3.89,874505046,874505046
1.036770463,2.839248657,-0.211362109,3,21,2006,3.03,874505049,874505049
1.565408826,2.652241468,-0.251416206,1,23,3055,3.09,874505055,874505055
1.019729137,3.854072094,-0.162422046,2,24,1482,3.99,874505058,874505058
1.472051382,4.013884544,-0.20048888,12,25,2014,4.28,874505061,874505061
1.796094418,3.779160976,-0.219287664,3,26,2542,4.19,874505064,874505064
2.180659771,3.697597027,-0.24999778,12,27,3053,4.3,874505067,874505067
1.058293939,3.908646584,-0.070682243,1,28,1515,4.05,874505070,874505070
1.512393236,4.066702843,-0.100962028,3,29,2040,4.34,874505073,874505073
1.801950216,3.747523308,-0.121016629,2,30,2568,4.16,874505076,874505076
2.149823189,3.593516111,-0.144920662,10,31,3089,4.19,874505079,874505079
2.12010026,3.525651217,-0.463204682,2,1,3102,4.14,874505087,874505087
2.511241913,4.330377579,0.203943476,11,2,3011,5.01,874505090,874505090
1.052484035,3.81062603,0.230230525,2,3,1544,3.96,874505093,874505093
3.443071604,5.826557159,0.548259795,16,4,3058,6.79,874505096,874505096
1.277498484,4.569326878,0.581078053,3,5,1562,4.78,874505099,874505099
3.420208693,5.771755219,1.225321412,16,6,3065,6.82,874505102,874505102
1.205115914,4.45707798,1.23715508,7,7,1513,4.78,874505105,874505105
1.04777813,3.89133811,0.023422012,2,8,1507,4.03,874505108,874505108
1.517539382,4.098045349,0,2,9,2032,4.37,874505111,874505111
1.800716162,3.749983072,-0.02547718,2,10,2565,4.16,874505114,874505114
2.153589249,3.605522156,-0.047580499,11,11,3085,4.2,874505117,874505117
1.053633809,3.867343664,0.116653048,2,12,1524,4.01,874505120,874505120
1.568515778,4.195186138,0.102819622,3,13,2050,4.48,874505123,874505123
1.78593421,3.700973988,0.073013209,2,14,2576,4.11,874505126,874505126
2.145067453,3.575643778,0.048543315,6,15,3096,4.17,874505129,874505129
1.002814651,3.739943981,-0.248155251,3,20,1501,3.88,874505096,874505096
1.038782835,2.817258358,-0.209966987,3,21,2024,3.01,874505099,874505099
1.034418106,3.860500813,-0.162829116,3,24,1500,4,874505108,874505108
1.484654188,4.00924015,-0.20048888,12,25,2032,4.28,874505111,874505111
1.807958126,3.773499727,-0.219287664,4,26,2560,4.19,874505114,874505114
2.156577349,3.630646467,-0.245928049,9,27,3071,4.23,874505117,874505117
1.073211432,3.914945364,-0.070856772,1,28,1533,4.06,874505120,874505120
1.525161743,4.06193161,-0.100962028,2,29,2058,4.34,874505123,874505123
1.813714504,3.7418437,-0.121016629,2,30,2586,4.16,874505126,874505126
2.155944347,3.578184366,-0.144574791,10,31,3107,4.18,874505129,874505129
2.126018286,3.510473251,-0.462085813,2,1,3120,4.13,874505137,874505137
2.529873371,4.331094742,0.204350546,11,2,3029,5.02,874505140,874505140
1.072514296,3.83614397,0.231974691,2,3,1562,3.99,874505143,874505143
3.471554756,5.832841873,0.549874663,16,4,3076,6.81,874505146,874505146
1.29184711,4.565290928,0.581078053,4,5,1580,4.78,874505149,874505149
3.448407173,5.777876377,1.228914738,14,6,3083,6.84,874505152,874505152
1.226763606,4.481219292,1.244919658,4,7,1531,4.81,874505155,874505155
1.059997916,3.888027191,0.023422012,2,8,1525,4.03,874505158,874505158
1.551418662,4.149457932,0,2,9,2050,4.43,874505161,874505161
1.808131218,3.735306501,-0.025415936,3,10,2583,4.15,874505164,874505164
2.24222374,3.727264881,-0.049279802,11,11,3103,4.35,874505167,874505167
1.068436027,3.873650551,0.116943948,2,12,1542,4.02,874505170,874505170
1.691134691,4.480187416,0.109934375,3,13,2068,4.79,874505173,874505173
1.806299567,3.713327169,0.073368505,2,14,2594,4.13,874505176,874505176
2.156290054,3.568887234,0.048543315,9,15,3114,4.17,874505179,874505179
1.025018454,3.775298595,-0.250713557,3,20,1519,3.92,874505146,874505146
1.054589391,2.832678556,-0.211362109,3,21,2042,3.03,874505149,874505149
1.054390073,3.886161327,-0.164050341,3,24,1518,4.03,874505158,874505158
1.500740409,4.013912678,-0.200957313,8,25,2050,4.29,874505161,874505161
1.824147224,3.776793718,-0.219811022,3,26,2578,4.2,874505164,874505164
2.157722235,3.606719494,-0.244765282,9,27,3089,4.21,874505167,874505167
1.090852618,3.930823088,-0.071205817,1,28,1551,4.08,874505170,874505170
1.545002222,4.075816631,-0.101427287,2,29,2076,4.36,874505173,874505173
1.829849005,3.745108366,-0.12130753,2,30,2604,4.17,874505176,874505176
2.234575033,3.682465553,-0.149071142,9,31,3125,4.31,874505179,874505179
2.137036085,3.503777027,-0.462085813,2,1,3138,4.13,874505187,874505187
2.563734055,4.357572556,0.205978841,16,2,3047,5.06,874505190,874505190
1.087278724,3.842361689,0.232556075,2,3,1580,4,874505193,874505193
3.489861965,5.821907043,0.549874663,16,4,3094,6.81,874505196,874505196
1.308915496,4.570752144,0.582293689,9,5,1598,4.79,874505199,874505199
3.476678133,5.783876896,1.232508063,15,6,3101,6.86,874505202,874505202
1.258893609,4.542501926,1.263036966,3,7,1549,4.88,874505205,874505205
1.072207212,3.884677887,0.023422012,2,8,1543,4.03,874505208,874505208
1.575041413,4.17263031,0,2,9,2068,4.46,874505211,874505211
1.837397933,3.765555859,-0.02566091,2,10,2601,4.19,874505214,874505214
2.295373678,3.788619995,-0.050186098,11,11,3121,4.43,874505217,874505217
1.083288193,3.879902363,0.117234856,2,12,1560,4.03,874505220,874505220
1.698081493,4.456168175,0.109475359,3,13,2086,4.77,874505223,874505223
1.813554525,3.698657036,0.07319086,2,14,2612,4.12,874505226,874505226
2.167491436,3.562095404,0.048543315,11,15,3132,4.17,874505229,874505229
1.031583667,3.752814531,-0.249434412,3,20,1537,3.9,874505196,874505196
1.056463599,2.810675859,-0.209966987,3,21,2060,3.01,874505199,874505199
1.071886897,3.902099133,-0.16486448,3,24,1536,4.05,874505208,874505208
1.513343096,4.009178162,-0.200957313,6,25,2068,4.29,874505211,874505211
1.831631899,3.762065649,-0.219287664,3,26,2596,4.19,874505214,874505214
2.163890123,3.591372013,-0.244183883,9,27,3107,4.2,874505217,874505217
1.108604074,3.946628571,-0.071554869,1,28,1569,4.1,874505220,874505220
1.55779922,4.070942879,-0.101427287,2,29,2094,4.36,874505223,874505223
1.850438237,3.75727582,-0.121889345,2,30,2622,4.19,874505226,874505226
2.298247099,3.760704041,-0.152529866,10,31,3143,4.41,874505229,874505229
2.148033142,3.497045994,-0.462085813,2,1,3156,4.13,874505237,874505237
2.567223787,4.332305431,0.205164686,18,2,3065,5.04,874505240,874505240
1.102092862,3.848524094,0.233137473,2,3,1598,4.01,874505243,874505243
3.513286352,5.819447517,0.550682127,13,4,3112,6.82,874505246,874505246
1.323268533,4.566617489,0.582293689,9,5,1616,4.79,874505249,874505249
3.510114908,5.798172474,1.237897992,14,6,3119,6.89,874505252,874505252
1.254895449,4.473423004,1.244919658,3,7,1567,4.81,874505255,874505255
1.095169306,3.919814348,0.023654489,2,8,1561,4.07,874505258,874505258
1.684285402,4.419964314,0,2,9,2086,4.73,874505261,874505261
1.844805241,3.750791788,-0.025599666,3,10,2619,4.18,874505264,874505264
2.286431551,3.747246742,-0.04973295,11,11,3139,4.39,874505267,874505267
1.098190188,3.8860991,0.117525764,2,12,1578,4.04,874505270,874505270
1.697715521,4.413487911,0.108557329,2,13,2104,4.73,874505273,874505273
1.829595208,3.701904774,0.073368505,2,14,2630,4.13,874505276,874505276
2.168222189,3.538216829,0.048310496,11,15,3150,4.15,874505279,874505279
1.046043634,3.759169579,-0.250073969,3,20,1555,3.91,874505246,874505246
1.0759058,2.835323095,-0.212059677,3,21,2078,3.04,874505249,874505249
1.08414042,3.898712635,-0.16486448,3,24,1554,4.05,874505258,874505258
1.529487729,4.013738155,-0.201425746,7,25,2086,4.3,874505261,874505261
1.843441725,3.75629282,-0.219287664,3,26,2614,4.19,874505264,874505264
2.175162077,3.584556341,-0.244183883,9,27,3125,4.2,874505267,874505267
1.129199624,3.971978426,-0.072078437,1,28,1587,4.13,874505270,874505270
1.574182987,4.075354576,-0.101659916,2,29,2112,4.37,874505273,874505273
1.853343964,3.733537197,-0.12130753,2,30,2640,4.17,874505276,874505276
2.299573898,3.736442804,-0.151838124,10,31,3161,4.39,874505279,874505279
3.330089331,5.575209141,-1.177941203,1,0,3085,6.6,874505284,874505284
2.153173447,3.482205391,-0.460966974,1,1,3173,4.12,874505287,874505287
2.815548897,4.719380856,0.223890036,5,2,3082,5.5,874505290,874505290
1.121837258,3.874004602,0.234881639,2,3,1615,4.04,874505293,874505293
3.540890932,5.826033115,0.552297056,14,4,3129,6.84,874505296,874505296
1.339602947,4.572196484,0.583509326,10,5,1633,4.8,874505299,874505299
3.517064095,5.770931721,1.234304667,11,6,3136,6.87,874505302,874505302
1.262889862,4.451095104,1.239743233,3,7,1584,4.79,874505305,874505305
1.095917225,3.878055811,0.023422012,2,8,1578,4.03,874505308,874505308
1.704569459,4.433615208,0,2,9,2103,4.75,874505311,874505311
1.855925918,3.745301485,-0.025599666,3,10,2636,4.18,874505314,874505314
2.18240118,3.552997828,-0.047240637,11,11,3156,4.17,874505317,874505317
1.115209341,3.902045488,0.118107572,2,12,1595,4.06,874505320,874505320
1.699952364,4.38047123,0.107868798,2,13,2121,4.7,874505323,874505323
1.827201247,3.66960907,0.072835565,2,14,2647,4.1,874505326,874505326
2.178710699,3.531768084,0.048310496,11,15,3167,4.15,874505329,874505329
1.054488897,3.746443033,-0.249434412,3,20,1572,3.9,874505296,874505296
1.073613167,2.804169893,-0.209966987,3,21,2095,3.01,874505299,874505299
1.106525064,3.93395257,-0.166492775,3,24,1571,4.09,874505308,874505308
1.537805319,3.999858856,-0.200957313,4,25,2103,4.29,874505311,874505311
1.859004974,3.759758472,-0.219811022,3,26,2631,4.2,874505314,874505314
2.180583954,3.569567442,-0.243602499,8,27,3142,4.19,874505317,874505317
1.176894426,4.093530655,-0.07434725,2,28,1604,4.26,874505320,874505320
1.582637906,4.061350822,-0.101427287,3,29,2129,4.36,874505323,874505323
1.8644135,3.72802186,-0.12130753,2,30,2657,4.17,874505326,874505326
2.194854498,3.542698383,-0.14422892,11,31,3178,4.17,874505329,874505329
3.328264952,5.530413628,-1.170802116,1,0,3104,6.56,874505334,874505334
2.164708853,3.475045919,-0.460966974,1,1,3192,4.12,874505337,874505337
2.856921434,4.752836704,0.225925401,6,2,3101,5.55,874505340,874505340
1.137486339,3.879842997,0.235463038,2,3,1634,4.05,874505343,874505343
3.518551588,5.746255875,0.545837402,13,4,3148,6.76,874505346,874505346
1.360402346,4.586761475,0.585940659,5,5,1652,4.82,874505349,874505349
1.277643204,4.446882725,1.239743233,3,7,1603,4.79,874505355,874505355
1.119776487,3.912855864,0.023654489,2,8,1597,4.07,874505358,874505358
1.701164961,4.381328106,0,2,9,2122,4.7,874505361,874505361
1.859396219,3.721235991,-0.02547718,3,10,2655,4.16,874505364,874505364
2.19417119,3.54574132,-0.047240637,11,11,3175,4.17,874505367,874505367
1.130921483,3.907927752,0.11839848,2,12,1614,4.07,874505370,874505370
1.721764803,4.393425941,0.108327821,2,13,2140,4.72,874505373,874505373
1.852818727,3.690335989,0.073368505,2,14,2666,4.13,874505376,874505376
2.185132265,3.516031027,0.048194084,12,15,3186,4.14,874505379,874505379
1.069642425,3.752522945,-0.250073969,3,20,1591,3.91,874505346,874505346
1.075710893,2.781985521,-0.208571851,3,21,2114,2.99,874505349,874505349
1.119564414,3.930261612,-0.166492775,3,24,1590,4.09,874505358,874505358
1.558291912,4.013360977,-0.201894179,3,25,2122,4.31,874505361,874505361
1.871462464,3.753573179,-0.219811022,3,26,2650,4.2,874505364,874505364
2.181944132,3.545312881,-0.242439717,8,27,3161,4.17,874505367,874505367
1.257530928,4.320005417,-0.078535832,3,28,1623,4.5,874505370,874505370
1.59975791,4.065382957,-0.101659916,3,29,2148,4.37,874505373,874505373
1.885766983,3.739669085,-0.121889345,2,30,2676,4.19,874505376,874505376
2.201298714,3.526922464,-0.143883049,10,31,3197,4.16,874505379,874505379
2.175615549,3.468228102,-0.460966974,1,1,3210,4.12,874505387,874505387
2.861490011,4.726743221,0.225111261,5,2,3119,5.53,874505390,874505390
1.161024332,3.91453433,0.237788588,2,3,1652,4.09,874505393,874505393
3.531354904,5.726689816,0.545029998,12,4,3166,6.75,874505396,874505396
1.291607261,4.442846775,1.239743233,3,7,1621,4.79,874505405,874505405
1.137626529,3.928529024,0.023770727,2,8,1615,4.09,874505408,874505408
1.71127212,4.366652012,0,2,9,2140,4.69,874505411,874505411
1.88007319,3.733238459,-0.025599666,2,10,2673,4.18,874505414,874505414
2.268761635,3.640667439,-0.048600081,11,11,3193,4.29,874505417,874505417
1.148810625,3.923541546,0.118980289,2,12,1632,4.09,874505420,874505420
1.717173457,4.341512203,0.107180275,2,13,2158,4.67,874505423,874505423
1.864403129,3.68449688,0.073368505,2,14,2684,4.13,874505426,874505426
2.190862656,3.500672579,0.048077673,12,15,3204,4.13,874505429,874505429
1.260926723,4.309240818,-0.424977064,1,19,1631,4.51,874505393,874505393
1.07866025,3.739555359,-0.249434412,3,20,1609,3.9,874505396,874505396
1.091699243,2.797178268,-0.209966987,3,21,2132,3.01,874505399,874505399
1.145743608,3.974728823,-0.16852814,3,24,1608,4.14,874505408,874505408
1.570892572,4.008445263,-0.201894179,4,25,2140,4.31,874505411,874505411
1.887729406,3.756598234,-0.220334381,3,26,2668,4.21,874505414,874505414
2.18781209,3.529955149,-0.241858318,8,27,3179,4.16,874505417,874505417
1.307816863,4.440719128,-0.080804639,8,28,1641,4.63,874505420,874505420
1.623591781,4.088211536,-0.102357812,3,29,2166,4.4,874505423,874505423
1.897506237,3.733726501,-0.121889345,2,30,2694,4.19,874505426,874505426
2.238959074,3.562296867,-0.145612419,10,31,3215,4.21,874505429,874505429
2.191807508,3.469777584,-0.462085813,1,1,3228,4.13,874505437,874505437
2.808708191,4.606824875,0.219819307,4,2,3137,5.4,874505440,874505440
1.247903824,4.159480095,0.252904743,3,3,1670,4.35,874505443,874505443
3.554586649,5.724034786,0.545837402,10,4,3184,6.76,874505446,874505446
1.374783993,4.530632019,0.579862416,4,5,1688,4.77,874505449,874505449
5.007457256,8.041687965,1.730182528,3,6,3191,9.63,874505452,874505452
1.319186449,4.485100746,1.252684236,2,7,1639,4.84,874505455,874505455
1.161209226,3.963321447,0.024003204,2,8,1633,4.13,874505458,874505458
1.607285857,4.063684464,0,2,9,2158,4.37,874505461,874505461
1.900843859,3.745147705,-0.025722152,2,10,2691,4.2,874505464,874505464
2.35991478,3.760568142,-0.050299384,11,11,3211,4.44,874505467,874505467
1.163970113,3.929497242,0.119271196,2,12,1650,4.1,874505470,874505470
1.645561218,4.122540951,0.101901591,2,13,2176,4.44,874505473,874505473
1.885053635,3.69643569,0.0737238,2,14,2702,4.15,874505476,874505476
2.201849699,3.493772507,0.048077673,12,15,3222,4.13,874505479,874505479
1.280110002,4.324350357,-0.426861644,1,19,1649,4.53,874505443,874505443
1.084811211,3.716988564,-0.248155251,3,20,1627,3.88,874505446,874505446
1.093169212,2.775171757,-0.208571851,3,21,2150,2.99,874505449,874505449
1.186201453,4.06703043,-0.172598869,5,24,1626,4.24,874505458,874505458
1.583477736,4.003490448,-0.201894179,3,25,2158,4.31,874505461,874505461
1.895009875,3.741740465,-0.219811022,3,26,2686,4.2,874505464,874505464
2.198890924,3.523064375,-0.241858318,9,27,3197,4.16,874505467,874505467
1.32176137,4.436588287,-0.080804639,9,28,1659,4.63,874505470,874505470
1.628988862,4.064531326,-0.101892553,3,29,2184,4.38,874505473,874505473
1.904670119,3.718850136,-0.121598437,2,30,2712,4.18,874505476,874505476
2.367723703,3.741030216,-0.153221607,11,31,3233,4.43,874505479,874505479
